year,category,motivation,fullName,gender,Question,Answer
1998,literature,who with parables sustained by imagination compassion and irony continually enables us once again to apprehend an elusory reality,Jose Saramago,male,Who won a Nobel Prize for literature in 1998?,Jose Saramago won a Nobel Prize for literature in 1998 for who with parables sustained by imagination compassion and irony continually enables us once again to apprehend an elusory reality
1998,economics,for his contributions to welfare economics,Amartya Sen,male,Who won a Nobel Prize for economics in 1998?,Amartya Sen won a Nobel Prize for economics in 1998 for for his contributions to welfare economics
1998,peace,for their efforts to find a peaceful solution to the conflict in Northern Ireland,David Trimble,male,Who won a Nobel Prize for peace in 1998?,David Trimble won a Nobel Prize for peace in 1998 for for their efforts to find a peaceful solution to the conflict in Northern Ireland
1998,peace,for their efforts to find a peaceful solution to the conflict in Northern Ireland,John Hume,male,Who won a Nobel Prize for peace in 1998?,John Hume won a Nobel Prize for peace in 1998 for for their efforts to find a peaceful solution to the conflict in Northern Ireland
1998,medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,Ferid Murad,male,Who won a Nobel Prize for medicine in 1998?,Ferid Murad won a Nobel Prize for medicine in 1998 for for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system
1998,medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,Louis J. Ignarro,male,Who won a Nobel Prize for medicine in 1998?,Louis J. Ignarro won a Nobel Prize for medicine in 1998 for for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system
1998,medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,Robert F. Furchgott,male,Who won a Nobel Prize for medicine in 1998?,Robert F. Furchgott won a Nobel Prize for medicine in 1998 for for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system
1998,chemistry,for his development of computational methods in quantum chemistry,John Pople,male,Who won a Nobel Prize for chemistry in 1998?,John Pople won a Nobel Prize for chemistry in 1998 for for his development of computational methods in quantum chemistry
1998,chemistry,for his development of the density-functional theory,Walter Kohn,male,Who won a Nobel Prize for chemistry in 1998?,Walter Kohn won a Nobel Prize for chemistry in 1998 for for his development of the density-functional theory
1998,physics,for their discovery of a new form of quantum fluid with fractionally charged excitations,Daniel C. Tsui,male,Who won a Nobel Prize for physics in 1998?,Daniel C. Tsui won a Nobel Prize for physics in 1998 for for their discovery of a new form of quantum fluid with fractionally charged excitations
1998,physics,for their discovery of a new form of quantum fluid with fractionally charged excitations,Horst L. Stormer,male,Who won a Nobel Prize for physics in 1998?,Horst L. Stormer won a Nobel Prize for physics in 1998 for for their discovery of a new form of quantum fluid with fractionally charged excitations
1998,physics,for their discovery of a new form of quantum fluid with fractionally charged excitations,Robert B. Laughlin,male,Who won a Nobel Prize for physics in 1998?,Robert B. Laughlin won a Nobel Prize for physics in 1998 for for their discovery of a new form of quantum fluid with fractionally charged excitations
1997,physics,for development of methods to cool and trap atoms with laser light,Claude Cohen-Tannoudji,male,Who won a Nobel Prize for physics in 1997?,Claude Cohen-Tannoudji won a Nobel Prize for physics in 1997 for for development of methods to cool and trap atoms with laser light
1997,economics,for a new method to determine the value of derivatives,Myron Scholes,male,Who won a Nobel Prize for economics in 1997?,Myron Scholes won a Nobel Prize for economics in 1997 for for a new method to determine the value of derivatives
1997,economics,for a new method to determine the value of derivatives,Robert C. Merton,male,Who won a Nobel Prize for economics in 1997?,Robert C. Merton won a Nobel Prize for economics in 1997 for for a new method to determine the value of derivatives
1997,literature,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden,Dario Fo,male,Who won a Nobel Prize for literature in 1997?,Dario Fo won a Nobel Prize for literature in 1997 for who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden
1997,peace,for their work for the banning and clearing of anti-personnel mines,Jody Williams,female,Who won a Nobel Prize for peace in 1997?,Jody Williams won a Nobel Prize for peace in 1997 for for their work for the banning and clearing of anti-personnel mines
1997,peace,for their work for the banning and clearing of anti-personnel mines,International Campaign to Ban Landmines ,org,Who won a Nobel Prize for peace in 1997?,International Campaign to Ban Landmines  won a Nobel Prize for peace in 1997 for for their work for the banning and clearing of anti-personnel mines
1997,medicine,for his discovery of Prions - a new biological principle of infection,Stanley B. Prusiner,male,Who won a Nobel Prize for medicine in 1997?,Stanley B. Prusiner won a Nobel Prize for medicine in 1997 for for his discovery of Prions - a new biological principle of infection
1997,chemistry,for the first discovery of an ion-transporting enzyme Na+ K+ -ATPase,Jens C. Skou,male,Who won a Nobel Prize for chemistry in 1997?,Jens C. Skou won a Nobel Prize for chemistry in 1997 for for the first discovery of an ion-transporting enzyme Na+ K+ -ATPase
1997,chemistry,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),John E. Walker,male,Who won a Nobel Prize for chemistry in 1997?,John E. Walker won a Nobel Prize for chemistry in 1997 for for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)
1997,chemistry,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),Paul D. Boyer,male,Who won a Nobel Prize for chemistry in 1997?,Paul D. Boyer won a Nobel Prize for chemistry in 1997 for for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)
1997,physics,for development of methods to cool and trap atoms with laser light,William D. Phillips,male,Who won a Nobel Prize for physics in 1997?,William D. Phillips won a Nobel Prize for physics in 1997 for for development of methods to cool and trap atoms with laser light
1997,physics,for development of methods to cool and trap atoms with laser light,Steven Chu,male,Who won a Nobel Prize for physics in 1997?,Steven Chu won a Nobel Prize for physics in 1997 for for development of methods to cool and trap atoms with laser light
1996,peace,for their work towards a just and peaceful solution to the conflict in East Timor,Jose Ramos-Horta,male,Who won a Nobel Prize for peace in 1996?,Jose Ramos-Horta won a Nobel Prize for peace in 1996 for for their work towards a just and peaceful solution to the conflict in East Timor
1996,economics,for their fundamental contributions to the economic theory of incentives under asymmetric information,William Vickrey,male,Who won a Nobel Prize for economics in 1996?,William Vickrey won a Nobel Prize for economics in 1996 for for their fundamental contributions to the economic theory of incentives under asymmetric information
1996,economics,for their fundamental contributions to the economic theory of incentives under asymmetric information,James A. Mirrlees,male,Who won a Nobel Prize for economics in 1996?,James A. Mirrlees won a Nobel Prize for economics in 1996 for for their fundamental contributions to the economic theory of incentives under asymmetric information
